Date,State,Latitude,Longitude,Confirmed,Deaths,Recovered,New_Cases,New_Deaths,New_Recovered,Active,Prev_Confirmed,Growth_Rate
2020-01-30,Kerala,10.8505,76.2711,1.0,0.0,0.0,0,0.0,0,1.0,,0.0
2020-01-31,Kerala,10.8505,76.2711,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-02-01,Kerala,10.8505,76.2711,2.0,0.0,0.0,1,0.0,0,2.0,1.0,1.0
2020-02-02,Kerala,10.8505,76.2711,3.0,0.0,0.0,1,0.0,0,3.0,2.0,0.5
2020-02-03,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-04,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-05,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-06,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-07,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-08,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-09,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-10,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-11,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-12,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-13,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-14,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-15,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-16,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-17,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-18,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-19,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-20,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-21,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-22,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-23,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-24,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-25,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-26,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-27,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-28,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-02-29,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-03-01,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-03-02,Delhi,28.7041,77.1025,1.0,0.0,0.0,0,0.0,0,1.0,,0.0
2020-03-02,Kerala,10.8505,76.2711,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-03-02,Telengana,18.1124,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,,0.0
2020-03-03,Delhi,28.7041,77.1025,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-03,Kerala,10.8505,76.2711,3.0,0.0,3.0,0,0.0,3,0.0,3.0,0.0
2020-03-03,Telengana,18.1124,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-04,Delhi,28.7041,77.1025,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-04,Haryana,29.0588,76.0856,14.0,0.0,0.0,0,0.0,0,14.0,,0.0
2020-03-04,Kerala,10.8505,76.2711,3.0,0.0,3.0,0,0.0,0,0.0,3.0,0.0
2020-03-04,Rajasthan,27.0238,74.2179,1.0,0.0,0.0,0,0.0,0,1.0,,0.0
2020-03-04,Telengana,18.1124,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-04,Uttar Pradesh,26.8467,80.9462,6.0,0.0,0.0,0,0.0,0,6.0,,0.0
2020-03-05,Delhi,28.7041,77.1025,2.0,0.0,0.0,1,0.0,0,2.0,1.0,1.0
2020-03-05,Haryana,29.0588,76.0856,14.0,0.0,0.0,0,0.0,0,14.0,14.0,0.0
2020-03-05,Kerala,10.8505,76.2711,3.0,0.0,3.0,0,0.0,0,0.0,3.0,0.0
2020-03-05,Rajasthan,27.0238,74.2179,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-05,Telengana,18.1124,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-05,Uttar Pradesh,26.8467,80.9462,7.0,0.0,0.0,1,0.0,0,7.0,6.0,0.16666666666666666
2020-03-06,Delhi,28.7041,77.1025,3.0,0.0,0.0,1,0.0,0,3.0,2.0,0.5
2020-03-06,Haryana,29.0588,76.0856,14.0,0.0,0.0,0,0.0,0,14.0,14.0,0.0
2020-03-06,Kerala,10.8505,76.2711,3.0,0.0,3.0,0,0.0,0,0.0,3.0,0.0
2020-03-06,Rajasthan,27.0238,74.2179,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-06,Telengana,18.1124,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-06,Uttar Pradesh,26.8467,80.9462,7.0,0.0,0.0,0,0.0,0,7.0,7.0,0.0
2020-03-07,Delhi,28.7041,77.1025,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-03-07,Haryana,29.0588,76.0856,14.0,0.0,0.0,0,0.0,0,14.0,14.0,0.0
2020-03-07,Kerala,10.8505,76.2711,3.0,0.0,3.0,0,0.0,0,0.0,3.0,0.0
2020-03-07,Rajasthan,27.0238,74.2179,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-07,Tamil Nadu,11.1271,78.6569,1.0,0.0,0.0,0,0.0,0,1.0,,0.0
2020-03-07,Telengana,18.1124,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-07,Union Territory of Ladakh,34.2996,78.2932,2.0,0.0,0.0,0,0.0,0,2.0,,0.0
2020-03-07,Uttar Pradesh,26.8467,80.9462,7.0,0.0,0.0,0,0.0,0,7.0,7.0,0.0
2020-03-08,Delhi,28.7041,77.1025,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-03-08,Haryana,29.0588,76.0856,14.0,0.0,0.0,0,0.0,0,14.0,14.0,0.0
2020-03-08,Kerala,10.8505,76.2711,8.0,0.0,3.0,5,0.0,0,5.0,3.0,1.6666666666666667
2020-03-08,Rajasthan,27.0238,74.2179,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-08,Tamil Nadu,11.1271,78.6569,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-08,Telengana,18.1124,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-08,Union Territory of Ladakh,34.2996,78.2932,2.0,0.0,0.0,0,0.0,0,2.0,2.0,0.0
2020-03-08,Uttar Pradesh,26.8467,80.9462,7.0,0.0,0.0,0,0.0,0,7.0,7.0,0.0
2020-03-09,Delhi,28.7041,77.1025,4.0,0.0,0.0,1,0.0,0,4.0,3.0,0.3333333333333333
2020-03-09,Haryana,29.0588,76.0856,14.0,0.0,0.0,0,0.0,0,14.0,14.0,0.0
2020-03-09,Karnataka,15.3173,75.7139,1.0,0.0,0.0,0,0.0,0,1.0,,0.0
2020-03-09,Kerala,10.8505,76.2711,9.0,0.0,3.0,1,0.0,0,6.0,8.0,0.125
2020-03-09,Maharashtra,19.7515,75.7139,2.0,0.0,0.0,0,0.0,0,2.0,,0.0
2020-03-09,Punjab,31.1471,75.3412,1.0,0.0,0.0,0,0.0,0,1.0,,0.0
2020-03-09,Rajasthan,27.0238,74.2179,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-09,Tamil Nadu,11.1271,78.6569,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-09,Telengana,18.1124,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-09,Union Territory of Jammu and Kashmir,33.7782,76.5762,1.0,0.0,0.0,0,0.0,0,1.0,,0.0
2020-03-09,Union Territory of Ladakh,34.2996,78.2932,2.0,0.0,0.0,0,0.0,0,2.0,2.0,0.0
2020-03-09,Uttar Pradesh,26.8467,80.9462,7.0,0.0,0.0,0,0.0,0,7.0,7.0,0.0
2020-03-10,Delhi,28.7041,77.1025,4.0,0.0,0.0,0,0.0,0,4.0,4.0,0.0
2020-03-10,Haryana,29.0588,76.0856,14.0,0.0,0.0,0,0.0,0,14.0,14.0,0.0
2020-03-10,Karnataka,15.3173,75.7139,4.0,0.0,0.0,3,0.0,0,4.0,1.0,3.0
2020-03-10,Kerala,10.8505,76.2711,15.0,0.0,3.0,6,0.0,0,12.0,9.0,0.6666666666666666
2020-03-10,Maharashtra,19.7515,75.7139,5.0,0.0,0.0,3,0.0,0,5.0,2.0,1.5
2020-03-10,Punjab,31.1471,75.3412,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-10,Rajasthan,27.0238,74.2179,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-10,Tamil Nadu,11.1271,78.6569,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-10,Telengana,18.1124,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-10,Union Territory of Jammu and Kashmir,33.7782,76.5762,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-10,Union Territory of Ladakh,34.2996,78.2932,2.0,0.0,0.0,0,0.0,0,2.0,2.0,0.0
2020-03-10,Uttar Pradesh,26.8467,80.9462,7.0,0.0,0.0,0,0.0,0,7.0,7.0,0.0
2020-03-11,Delhi,28.7041,77.1025,5.0,0.0,0.0,1,0.0,0,5.0,4.0,0.25
2020-03-11,Haryana,29.0588,76.0856,14.0,0.0,0.0,0,0.0,0,14.0,14.0,0.0
2020-03-11,Karnataka,15.3173,75.7139,4.0,0.0,0.0,0,0.0,0,4.0,4.0,0.0
2020-03-11,Kerala,10.8505,76.2711,17.0,0.0,3.0,2,0.0,0,14.0,15.0,0.13333333333333333
2020-03-11,Maharashtra,19.7515,75.7139,10.0,0.0,0.0,5,0.0,0,10.0,5.0,1.0
2020-03-11,Punjab,31.1471,75.3412,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-11,Rajasthan,27.0238,74.2179,3.0,0.0,0.0,2,0.0,0,3.0,1.0,2.0
2020-03-11,Tamil Nadu,11.1271,78.6569,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-11,Telengana,18.1124,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-11,Union Territory of Jammu and Kashmir,33.7782,76.5762,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-11,Union Territory of Ladakh,34.2996,78.2932,2.0,0.0,0.0,0,0.0,0,2.0,2.0,0.0
2020-03-11,Uttar Pradesh,26.8467,80.9462,9.0,0.0,0.0,2,0.0,0,9.0,7.0,0.2857142857142857
2020-03-12,Andhra Pradesh,15.9129,79.74,1.0,0.0,0.0,0,0.0,0,1.0,,0.0
2020-03-12,Delhi,28.7041,77.1025,6.0,0.0,0.0,1,0.0,0,6.0,5.0,0.2
2020-03-12,Haryana,29.0588,76.0856,14.0,0.0,0.0,0,0.0,0,14.0,14.0,0.0
2020-03-12,Karnataka,15.3173,75.7139,4.0,1.0,0.0,0,1.0,0,3.0,4.0,0.0
2020-03-12,Kerala,10.8505,76.2711,17.0,0.0,3.0,0,0.0,0,14.0,17.0,0.0
2020-03-12,Maharashtra,19.7515,75.7139,11.0,0.0,0.0,1,0.0,0,11.0,10.0,0.1
2020-03-12,Punjab,31.1471,75.3412,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-12,Rajasthan,27.0238,74.2179,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-03-12,Tamil Nadu,11.1271,78.6569,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-12,Telengana,18.1124,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-12,Union Territory of Jammu and Kashmir,33.7782,76.5762,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-12,Union Territory of Ladakh,34.2996,78.2932,3.0,0.0,0.0,1,0.0,0,3.0,2.0,0.5
2020-03-12,Uttar Pradesh,26.8467,80.9462,11.0,0.0,0.0,2,0.0,0,11.0,9.0,0.2222222222222222
2020-03-13,Andhra Pradesh,15.9129,79.74,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-13,Delhi,28.7041,77.1025,6.0,0.0,0.0,0,0.0,0,6.0,6.0,0.0
2020-03-13,Haryana,29.0588,76.0856,14.0,0.0,0.0,0,0.0,0,14.0,14.0,0.0
2020-03-13,Karnataka,15.3173,75.7139,5.0,1.0,0.0,1,0.0,0,4.0,4.0,0.25
2020-03-13,Kerala,10.8505,76.2711,17.0,0.0,3.0,0,0.0,0,14.0,17.0,0.0
2020-03-13,Maharashtra,19.7515,75.7139,11.0,0.0,0.0,0,0.0,0,11.0,11.0,0.0
2020-03-13,Punjab,31.1471,75.3412,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-13,Rajasthan,27.0238,74.2179,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-03-13,Tamil Nadu,11.1271,78.6569,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-13,Telengana,18.1124,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-13,Union Territory of Jammu and Kashmir,33.7782,76.5762,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-13,Union Territory of Ladakh,34.2996,78.2932,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-03-13,Uttar Pradesh,26.8467,80.9462,11.0,0.0,0.0,0,0.0,0,11.0,11.0,0.0
2020-03-14,Andhra Pradesh,15.9129,79.74,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-14,Delhi,28.7041,77.1025,7.0,1.0,1.0,1,1.0,1,5.0,6.0,0.16666666666666666
2020-03-14,Haryana,29.0588,76.0856,14.0,0.0,0.0,0,0.0,0,14.0,14.0,0.0
2020-03-14,Karnataka,15.3173,75.7139,6.0,1.0,0.0,1,0.0,0,5.0,5.0,0.2
2020-03-14,Kerala,10.8505,76.2711,19.0,0.0,3.0,2,0.0,0,16.0,17.0,0.11764705882352941
2020-03-14,Maharashtra,19.7515,75.7139,14.0,0.0,0.0,3,0.0,0,14.0,11.0,0.2727272727272727
2020-03-14,Punjab,31.1471,75.3412,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-14,Rajasthan,27.0238,74.2179,3.0,0.0,1.0,0,0.0,1,2.0,3.0,0.0
2020-03-14,Tamil Nadu,11.1271,78.6569,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-14,Telengana,18.1124,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-14,Union Territory of Jammu and Kashmir,33.7782,76.5762,2.0,0.0,0.0,1,0.0,0,2.0,1.0,1.0
2020-03-14,Union Territory of Ladakh,34.2996,78.2932,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-03-14,Uttar Pradesh,26.8467,80.9462,12.0,0.0,5.0,1,0.0,5,7.0,11.0,0.09090909090909091
2020-03-15,Andhra Pradesh,15.9129,79.74,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-15,Delhi,28.7041,77.1025,7.0,1.0,2.0,0,0.0,1,4.0,7.0,0.0
2020-03-15,Haryana,29.0588,76.0856,14.0,0.0,0.0,0,0.0,0,14.0,14.0,0.0
2020-03-15,Karnataka,15.3173,75.7139,6.0,1.0,0.0,0,0.0,0,5.0,6.0,0.0
2020-03-15,Kerala,10.8505,76.2711,23.0,0.0,3.0,4,0.0,0,20.0,19.0,0.21052631578947367
2020-03-15,Maharashtra,19.7515,75.7139,32.0,0.0,0.0,18,0.0,0,32.0,14.0,1.2857142857142858
2020-03-15,Punjab,31.1471,75.3412,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-15,Rajasthan,27.0238,74.2179,4.0,0.0,3.0,1,0.0,2,1.0,3.0,0.3333333333333333
2020-03-15,Tamil Nadu,11.1271,78.6569,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-15,Telengana,18.1124,79.0193,3.0,0.0,1.0,2,0.0,1,2.0,1.0,2.0
2020-03-15,Union Territory of Jammu and Kashmir,33.7782,76.5762,2.0,0.0,0.0,0,0.0,0,2.0,2.0,0.0
2020-03-15,Union Territory of Ladakh,34.2996,78.2932,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-03-15,Uttar Pradesh,26.8467,80.9462,13.0,0.0,4.0,1,0.0,0,9.0,12.0,0.08333333333333333
2020-03-15,Uttarakhand,30.0668,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,,0.0
2020-03-16,Andhra Pradesh,15.9129,79.74,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-16,Delhi,28.7041,77.1025,7.0,1.0,2.0,0,0.0,0,4.0,7.0,0.0
2020-03-16,Haryana,29.0588,76.0856,14.0,0.0,0.0,0,0.0,0,14.0,14.0,0.0
2020-03-16,Karnataka,15.3173,75.7139,6.0,1.0,0.0,0,0.0,0,5.0,6.0,0.0
2020-03-16,Kerala,10.8505,76.2711,23.0,0.0,3.0,0,0.0,0,20.0,23.0,0.0
2020-03-16,Maharashtra,19.7515,75.7139,32.0,0.0,0.0,0,0.0,0,32.0,32.0,0.0
2020-03-16,Odisha,20.9517,85.0985,1.0,0.0,0.0,0,0.0,0,1.0,,0.0
2020-03-16,Punjab,31.1471,75.3412,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-16,Rajasthan,27.0238,74.2179,4.0,0.0,3.0,0,0.0,0,1.0,4.0,0.0
2020-03-16,Tamil Nadu,11.1271,78.6569,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-16,Telengana,18.1124,79.0193,3.0,0.0,1.0,0,0.0,0,2.0,3.0,0.0
2020-03-16,Union Territory of Jammu and Kashmir,33.7782,76.5762,3.0,0.0,0.0,1,0.0,0,3.0,2.0,0.5
2020-03-16,Union Territory of Ladakh,34.2996,78.2932,4.0,0.0,0.0,1,0.0,0,4.0,3.0,0.3333333333333333
2020-03-16,Uttar Pradesh,26.8467,80.9462,13.0,0.0,4.0,0,0.0,0,9.0,13.0,0.0
2020-03-16,Uttarakhand,30.0668,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-17,Andhra Pradesh,15.9129,79.74,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-17,Delhi,28.7041,77.1025,8.0,1.0,2.0,1,0.0,0,5.0,7.0,0.14285714285714285
2020-03-17,Haryana,29.0588,76.0856,15.0,0.0,0.0,1,0.0,0,15.0,14.0,0.07142857142857142
2020-03-17,Karnataka,15.3173,75.7139,11.0,1.0,0.0,5,0.0,0,10.0,6.0,0.8333333333333334
2020-03-17,Kerala,10.8505,76.2711,26.0,0.0,3.0,3,0.0,0,23.0,23.0,0.13043478260869565
2020-03-17,Maharashtra,19.7515,75.7139,39.0,1.0,0.0,7,1.0,0,38.0,32.0,0.21875
2020-03-17,Odisha,20.9517,85.0985,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-17,Punjab,31.1471,75.3412,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-17,Rajasthan,27.0238,74.2179,4.0,0.0,3.0,0,0.0,0,1.0,4.0,0.0
2020-03-17,Tamil Nadu,11.1271,78.6569,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-17,Telengana,18.1124,79.0193,5.0,0.0,1.0,2,0.0,0,4.0,3.0,0.6666666666666666
2020-03-17,Union Territory of Jammu and Kashmir,33.7782,76.5762,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
2020-03-17,Union Territory of Ladakh,34.2996,78.2932,6.0,0.0,0.0,2,0.0,0,6.0,4.0,0.5
2020-03-17,Uttar Pradesh,26.8467,80.9462,15.0,0.0,5.0,2,0.0,1,10.0,13.0,0.15384615384615385
2020-03-17,Uttarakhand,30.0668,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-18,Andhra Pradesh,15.9129,79.74,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-18,Delhi,28.7041,77.1025,10.0,1.0,2.0,2,0.0,0,7.0,8.0,0.25
2020-03-18,Haryana,29.0588,76.0856,17.0,0.0,0.0,2,0.0,0,17.0,15.0,0.13333333333333333
2020-03-18,Karnataka,15.3173,75.7139,11.0,1.0,0.0,0,0.0,0,10.0,11.0,0.0
2020-03-18,Kerala,10.8505,76.2711,27.0,0.0,3.0,1,0.0,0,24.0,26.0,0.038461538461538464
2020-03-18,Maharashtra,19.7515,75.7139,42.0,1.0,0.0,3,0.0,0,41.0,39.0,0.07692307692307693
2020-03-18,Odisha,20.9517,85.0985,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-18,Puducherry,11.9416,79.8083,1.0,0.0,0.0,0,0.0,0,1.0,,0.0
2020-03-18,Punjab,31.1471,75.3412,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-18,Rajasthan,27.0238,74.2179,4.0,0.0,3.0,0,0.0,0,1.0,4.0,0.0
2020-03-18,Tamil Nadu,11.1271,78.6569,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-18,Telengana,18.1124,79.0193,6.0,0.0,1.0,1,0.0,0,5.0,5.0,0.2
2020-03-18,Union Territory of Jammu and Kashmir,33.7782,76.5762,3.0,0.0,0.0,0,0.0,0,3.0,3.0,0.0
